Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,Weird
Kattobi Road (Japan).gb,KATTOBI ROAD,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Namco,True,None,False,0,Japan,False
SD Sengokuden 3 - Chijou Saikyou Hen (Japan).gb,SDSENGOKUDEN3,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Bandai,True,None,False,0,Japan,False
Konamic Basket (Japan).gb,KONAMIC BASKET,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Japan,False
Chiki Chiki Tengoku (Japan).gb,CHIKI 2 TENGOKU,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,"UNKNOWN(b'AH',AH)",False,None,False,0,Japan,True
Bust-A-Move Millennium (USA).gbc,BUST A MOVEBANE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),False
"Boxxle (USA, Europe) (Rev A).gb",BOXXLE,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,1,Non-Japan (0x1),False
Probotector (Europe).gb,PROBOTECTOR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Double Yakuman Junior (Japan).gb,DOUBLEYAKUMAN JR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Vap,True,None,False,0,Japan,False
Wizardry Gaiden 3 - Yami no Seiten (Japan).gb,WIZARDRY SOD,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,ascii or nexoft,True,None,False,0,Japan,False
Legend of the River King GB (USA) (SGB Enhanced).gb,THE RIVER KING  ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Victor Interactive Software,False,None,True,0,Non-Japan (0x1),False
Knight Quest (USA).gb,KNIGHT QUEST,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),False
Spawn (USA).gbc,SPAWNAAWE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Bakuchou Retrieve Master (Japan) (SGB Enhanced).gb,RETRIEVE,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Konami,False,None,True,0,Japan,False
Azure Dreams (USA) (SGB Enhanced).gbc,AZUREDREAMSAAZE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Konami,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
"Ronaldo V-Soccer (USA) (En,Fr,Es,Pt) (GB Compatible).gbc",RONALDOAORE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Infogrames,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Hole in One Golf (USA) (SGB Enhanced).gbc,HOLEINONEGOVHIE,MBC5+RAM+Rumble+Battery,MBC5,64,1,0x800,0x100000,True,False,True,False,Victor Interactive Software,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
R-Type II (Japan).gb,RTYPE 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,IREM,True,None,False,0,Japan,False
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,POKEMON BLUE,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Mickey Mouse (Japan).gb,MICKEY MOUSE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Kemco,True,None,False,0,Japan,False
"Shinri Game 2, The - Oosaka Hen (Japan).gb",THE SHINRI GAME2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'2D',2D)",False,None,False,0,Japan,True
Dead Heat Scramble (USA).gb,DEADHEATSCRAMBLE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Toei Animation,True,None,False,0,Non-Japan (0x1),False
Game Boy Wars Turbo - Famitsu Version (Japan) (SGB Enhanced).gb,GBWARST,MBC1+RAM+Battery,MBC1,16,4,0x4000,0x40000,True,False,False,False,Hudson Soft,False,None,True,0,Japan,False
"Taz-Mania (USA, Europe).gb",TAZ-MANIA,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Sunsoft,False,None,False,0,Non-Japan (0x1),False
"Hercules (USA, Europe) (SGB Enhanced).gb",HERCULES,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,THQ,False,None,True,0,Non-Japan (0x1),False
Go! Go! Tank (Japan).gb,GO GO TANK,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Copya Aystems,True,None,False,0,Japan,False
Famista (Japan).gb,FAMISTA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Namco,True,None,False,0,Japan,False
Go Go Ackman (Japan) (SGB Enhanced).gb,GOGO ACKMAN     ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,True
Bugs Bunny in Crazy Castle 4 (USA).gbc,BUGS BUNNY4AO4E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Kemco,False,CGB Only,False,0,Non-Japan (0x1),False
"Beauty and the Beast - A Board Game Adventure (USA, Australia) (SGB Enhanced) (GB Compatible).gbc",BEAUTYBEASTAVUE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
"Powerpuff Girls, The - Bad Mojo Jojo (USA) (Rev 1).gbc",PPGBLOSSOMBJJE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,1,Non-Japan (0x1),False
Mickey's Racing Adventure (USA).gbc,MMRACINGADVARNE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Sgt. Rock - On the Frontline (USA).gbc,SGT ROCKBRFE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,0,Non-Japan (0x1),False
"Otto's Ottifanten - Baby Bruno's Nightmare (Europe) (En,Fr,De,Es).gb",OTTIFANTEN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),False
"Super Breakout! (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible).gbc",SUPER BREAKOUT,MBC5,MBC5,32,0,0x0,0x80000,False,False,False,False,Konami,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
"Road Champs - BXS Stunt Biking (USA, Europe).gbc",BXS EXTREMEBXSE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
Shadow Warriors (Europe).gb,SHADOW WARRIORS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tecmo,True,None,False,0,Non-Japan (0x1),False
Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (Japan).gb,ESPARKS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,San-X ,True,None,False,0,Japan,False
Dynablaster (Europe).gb,DYNABLASTER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Cadillac II (Japan).gb,CADILLAC2,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Hector,True,None,False,0,Japan,False
Velious II - Fukushuu no Jashin (Japan).gb,VELIOUS 2,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Sammy,True,None,False,0,Japan,False
Chase H.Q. - Secret Police (Europe) (SGB Enhanced) (GB Compatible).gbc,CHASE HQAH9P,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Taito,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Monster Rancher Explorer (USA).gbc,MREXPLORERBSOE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'9B',9B)",False,CGB Only,False,0,Non-Japan (0x1),True
Roger Clemens' MVP Baseball (USA).gb,CLEMENS BASEBALL,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),False
"Ginga - Card & Puzzle Collection (Japan) (En,Ja).gb",GINGA,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Hot-B,True,None,False,0,Japan,False
Dragon Warrior Monsters 2 - Cobi's Journey (USA) (SGB Enhanced).gbc,DWM2-CBQLE,MBC5+RAM+Battery,MBC5,256,4,0x4000,0x400000,True,False,False,False,"UNKNOWN(b'B4',B4)",False,Extra CGB Functions,True,0,Non-Japan (0x1),True
Blades of Steel (USA).gb,BLADES OF STEEL,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Cosmo Tank (USA).gb,COSMO TANK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Atlus,True,None,False,0,Non-Japan (0x1),False
"Game Boy Camera (USA, Europe) (SGB Enhanced).gb",GAMEBOYCAMERA,Game Boy Camera,Game Boy Camera,64,16,0x10000,0x100000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Nicktoons Racing (USA).gbc,NICKTOON RABNTE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Hasbro Interactive,False,CGB Only,False,0,Non-Japan (0x1),False
Dragon Ball Z - Gokuu Hishouden (Japan) (SGB Enhanced).gb,GB DBZ GOKOU,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,True
Kaisen Game - Navy Blue (Japan).gb,NAVY BLUE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Use,True,None,False,0,Japan,False
Tonka Raceway (USA).gbc,TONKA RACEWATQE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Hasbro Interactive,False,CGB Only,False,0,Non-Japan (0x1),False
Battle Arena Toshinden (Europe) (SGB Enhanced).gb,BA.TOSHINDEN,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Hudson,False,None,True,0,Non-Japan (0x1),False
Final Fantasy Adventure (USA).gb,SEIKEN DENSETSU,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Squaresoft,True,None,False,0,Non-Japan (0x1),False
Shanghai (Japan) (Activision).gb,SHANGHAI,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Activision,True,None,False,0,Japan,False
Goukaku Boy Series - Z Kai Kyuukyoku no Eigo Koubun 285 (Japan).gb,ZKAIEIGOKOBUN285,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
"Chase H.Q. (USA, Europe).gb",CHASE HQ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,1,Non-Japan (0x1),False
HAL Wrestling (USA).gb,PROWRES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,HAL,True,None,False,0,Non-Japan (0x1),False
King James Bible (USA) (Unl).gb,,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,False
"Bataille Navale (France) (En,Fr,De,Es).gb",BATAILLE NAVALE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),False
"Aerostar (USA, Europe).gb",AEROSTAR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Vic Tokai,True,None,False,0,Non-Japan (0x1),False
Pocket Monsters - Pikachu (Japan) (Rev 3) (SGB Enhanced).gb,POKEMON YELLOW,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,3,Japan,False
"T2 - The Arcade Game (USA, Europe).gb",TERMINATOR 2 TAG,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),False
World Bowling (USA).gb,WORLD BOWLING,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Romstar,True,None,False,0,Non-Japan (0x1),False
Bionic Commando (Japan).gb,BIONIC-COMMANDO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Capcom,True,None,False,0,Japan,False
Attack of the Killer Tomatoes (Japan).gb,KILLER TOMATOES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Japan,False
Golf (World).gb,GOLF,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Nintendo,True,None,False,0,Japan,False
"InfoGenius Productivity Pak - Berlitz French Translator (USA, Europe).gb",LANG TRNSLTR FRN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
Bikkuri Nekketsu Shin Kiroku! - Dokodemo Kin Medal (Japan).gb,BIKKURI NEKKETU,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Technos Japan,True,None,False,0,Japan,False
Test Drive Off-Road 3 (USA) (Rumble Version) (SGB Enhanced) (GB Compatible).gbc,TD OFFROAD3VQ3E,MBC5+RAM+Rumble+Battery,MBC5,64,1,0x800,0x100000,True,False,True,False,Infogrames,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Suzuki Aguri no F-1 Super Driving (Japan).gb,F1 SUPER DRIVING,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LOZC,True,None,False,0,Japan,False
Spot - The Cool Adventure (USA).gb,SPOT COOL ADV,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Virgin,True,None,False,0,Non-Japan (0x1),False
Gift (Europe) (Rev 1) (Proto).gbc,GIFTBGFP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5T',5T)",False,CGB Only,False,1,Non-Japan (0x1),True
Pokemon Battle Factory.gb,POKEMON RED,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Pokemon - Version Argent (France) (SGB Enhanced) (GB Compatible).gbc,POKEMON_SLVAAXF,MBC3+RAM+Timer+Battery,MBC3,128,4,0x4000,0x200000,True,True,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Super Mario Land 2 - 6-tsu no Kinka (Japan) (Rev 1).gb,MARIOLAND2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,1,Japan,False
Honmei Boy (Japan).gb,HONMEI BOY,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,"UNKNOWN(b'9A',9A)",False,None,False,0,Japan,True
"NBA Live 96 (USA, Europe) (SGB Enhanced).gb",NBA LIVE 96,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'4S',4S)",False,None,True,0,Non-Japan (0x1),True
Teenage Mutant Ninja Turtles 2 (Japan).gb,TMNT 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ultra,True,None,False,0,Japan,False
Turok - Rage Wars (USA).gbc,TUROK: RAGEAR7E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),False
"All-Star Baseball 2000 (USA, Europe).gbc",ALLSTAR2000AATE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),False
Looney Tunes (USA).gbc,LOONEY TUNEALTE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Sunsoft,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Ultima - Ushinawareta Runes (Japan).gb,RUNES OF VIRTUE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Pony Canyon,True,None,False,0,Japan,False
Aretha III (Japan).gb,ARETHA3,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Yanoman,True,None,False,0,Japan,False
Matthias Sammer Soccer (Germany) (SGB Enhanced).gb,MATTHIAS SAMMER,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Hudson,False,None,True,0,Non-Japan (0x1),False
"Donkey Kong Land III (USA, Europe) (SGB Enhanced).gb",DONKEYKONGLAND 3,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"Bart Simpson's Escape from Camp Deadly (USA, Europe).gb",SIMPSON ESCAPE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Non-Japan (0x1),False
SD Hiryuu no Ken Gaiden 2 (Japan) (SGB Enhanced).gb,SD HIRYUNOKEN2,MBC1,MBC1,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'BA',BA)",False,None,True,0,Japan,True
Parodius (Europe).gb,PARODIUS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Bomberman Max - Ain Version (Japan).gbc,BMAX-PENTELBBPJ,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Hudson Soft,False,CGB Only,False,0,Japan,False
Cool Ball (USA).gb,COOL BALL,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Takara,True,None,False,0,Non-Japan (0x1),False
Pocket Bass Fishing (Japan).gb,POCKET BASS FISH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'9H',9H)",False,None,False,0,Japan,True
"Legend of Zelda, The - Link's Awakening DX (USA, Europe) (SGB Enhanced) (GB Compatible).gbc",ZELDA,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Mini Putt (Japan).gb,MINI PUTT,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,a wave,True,None,False,0,Japan,False
Hiryuu no Ken Gaiden (Japan).gb,HIRYU GAIDEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Culture Brain,True,None,False,0,Japan,False
"Powerpuff Girls, The - Battle Him (USA).gbc",PPGBUBBLESBBHE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,0,Non-Japan (0x1),False
Galaga - Destination Earth (USA).gbc,GALAGABGGE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Hasbro Interactive,False,CGB Only,False,0,Non-Japan (0x1),False
America Oudan Ultra Quiz Part 3 - Champion Taikai (Japan).gb,ULTRA3,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tomy,True,None,False,0,Japan,False
Logical (USA).gbc,LOGICAL,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Sunsoft,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
WCW Mayhem (USA).gbc,WCW MAYHEMAYHE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,CGB Only,False,0,Non-Japan (0x1),False
"Men in Black 2 - The Series (USA) (En,Fr,De).gbc",MIB2BB2E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'4Z',4Z)",False,CGB Only,False,0,Non-Japan (0x1),True
Cannon Fodder (USA).gbc,CANNON FODDBCFE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,"UNKNOWN(b'36',36)",False,CGB Only,False,0,Non-Japan (0x1),True
Dinosaur (USA) (Beta).gbc,DINOSAUR   BDNE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),False
Block Kuzushi GB (Japan) (SGB Enhanced).gb,BLOCKGB,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,POW,False,None,True,0,Japan,False
Pocket Love 2 (Japan) (SGB Enhanced).gb,POCKET LOVE 2,MBC1+RAM+Battery,MBC1,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'AK',AK)",False,None,True,0,Japan,True
"Maus, Die (Europe) (En,Fr,De,Es).gb",DIE MAUS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),False
Nettou The King of Fighters '96 (Japan) (SGB Enhanced).gb,NETTOU KOF 96,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,True
Mini Yonku GB Let's & Go!! - All-Star Battle Max (Japan) (SGB Enhanced).gb,MINI4WD GB2     ,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,"UNKNOWN(b'B1',B1)",False,None,True,0,Japan,True
Game Boy Datenlogger 1 (Germany) (v1.0) (GBD1) (Unl).gb,GBD1,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,Extra CGB Functions,False,1,Japan,False
Ultra Golf (USA).gb,ULTRA GOLF,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
FIFA 2000 (USA) (SGB Enhanced).gbc,FIFA 2000AFOE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
X (USA) (Proto).gb,ECLIPSE,MBC1+RAM+Battery,MBC1,8,0,0x0,0x20000,True,False,False,False,UNKNOWN(0x65),True,None,False,0,Non-Japan (0x1),True
Little Nicky (USA).gbc,LITTLENICKYBLNE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),False
Monkey Puncher (Europe) (SGB Enhanced).gbc,MONKEYPUNCHBSPP,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Banpresto,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Taito Memorial - Chase H.Q. - Secret Police (Japan) (SGB Enhanced) (GB Compatible).gbc,CHASE HQBJCJ,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'2M',2M)",False,Extra CGB Functions,True,0,Japan,True
"RoboCop (USA, Europe) (Rev A).gb",ROBOCOP,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Ocean,True,None,False,1,Non-Japan (0x1),False
"Shamus (USA, Europe) (GB Compatible).gbc",SHAMUSAVXE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Mortal Kombat II - Kyuukyoku Shinken (Japan).gb,MORTAL KOMBAT II,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,False,0,Japan,True
Vegas Games (USA).gbc,VEGASGAMES AVFE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),True
Motocross Maniacs (USA).gb,MOTOCROSSMANIACS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Castle Quest (Europe).gb,CASTLE QUEST USA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hudsonsoft,True,None,False,0,Non-Japan (0x1),False
Tsumego Series 1 - Fujisawa Hideyuki Meiyo Kisei (Japan) (SGB Enhanced).gb,TSUMEGO_FUJISAWA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'BG',BG)",False,None,True,0,Japan,True
Ninja Ryuuken Den - Matenrou Kessen (Japan).gb,NINJA RYUKENDEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tecmo,True,None,False,0,Japan,False
Mortal Kombat 4 (USA) (SGB Enhanced).gbc,MORTAL KOMBAT 4,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,Extra CGB Functions,True,0,Non-Japan (0x1),True
Motocross Maniacs (Europe).gb,MOTOCROSSMANIACS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
"Pokemon - Blue Version (USA, Europe) (SGB Enhanced).gb",POKEMON BLUE,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"WCW Main Event (USA, Europe).gb",THE MAIN EVENT,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),False
Who Framed Roger Rabbit (Europe).gb,ROGER RABBIT,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
"Kirby's Pinball Land (USA, Europe).gb",KIRBY'S PINBALL,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
"Mighty Morphin Power Rangers (USA, Europe) (SGB Enhanced).gb",POWER RANGERS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Non-Japan (0x1),True
"Star Trek - 25th Anniversary (USA, Europe).gb",STAR TREK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Pocket Monsters - Ao (Japan) (SGB Enhanced).gb,POKEMON BLUE,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
"Muhammad Ali Heavyweight Boxing (USA, Europe).gb",MUHAMMAD ALI,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Virgin,True,None,False,0,Non-Japan (0x1),False
Kyoro-chan Land (Japan).gb,KYORCHANLANDHIRO,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,LJN,True,None,False,0,Japan,False
Barbie - Magic Genie Adventure (USA).gbc,BARBIEGENIEBMCE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),False
Madden NFL 2000 (USA) (SGB Enhanced).gbc,MADDEN 2000AEME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
