Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,CGB Functionality,SGB Functionality,Mask ROM Ver,Region
"Tetris Plus (USA, Europe) (SGB Enhanced).gb",TETRIS PLUS,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Non-Japan (0x1)
Super Mario Land (World).gb,SUPER MARIOLAND,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
"Fighting Simulator 2 in 1 (USA, Europe).gb",FLYING WARRIORS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Chessmaster, The (DMG-N5) (USA).gb",THE CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Jeopardy! - Platinum Edition (USA) (SGB Enhanced).gb,PLAT JEOPARDY!,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
"Mole Mania (USA, Europe) (SGB Enhanced).gb",MOGURANYA,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Non-Japan (0x1)
InfoGenius Productivity Pak - Spell Checker and Calculator (USA).gb,SPELL CHECKER   ,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Super Breakout (USA).gb,SUPER BREAKOUT,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
A-mazing Tater (USA).gb,AMAZING-TATER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Tumble Pop (USA, Europe).gb",TUMBLE POP,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Gremlins 2 - The New Batch (World).gb,GREMLINS 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
"Titus the Fox to Marrakech and Back (USA, Europe).gb",TITUS THE FOX,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Legend of Zelda, The - Link's Awakening (USA, Europe).gb",ZELDA,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,No,0,Non-Japan (0x1)
"Lethal Weapon (USA, Europe).gb",LETHAL WEAPON,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Tom and Jerry - Frantic Antics! (USA, Europe).gb",TOM AND JERRY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Riddick Bowe Boxing (USA).gb,RIDDICK BOWE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Jungle Book, The (USA, Europe).gb",JUNGLE BOOK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Bram Stoker's Dracula (USA, Europe).gb",DRACULA,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Quarth (USA, Europe).gb",QUARTH,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Arcade Classic No. 1 - Asteroids & Missile Command (USA, Europe) (SGB Enhanced).gb",ASTEROIDS/MISCMD,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
Fist of the North Star (USA).gb,NORTH STAR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"F1 Pole Position (USA, Europe).gb",F1 POLE POSITION,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Wario Land II (USA, Europe) (SGB Enhanced).gb",WARIOLAND2,MBC3+RAM+BATTERY,MBC3,64,4,0x4000,0x100000,None,Yes,0,Non-Japan (0x1)
Bubsy II (USA).gb,BUBSY II,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Metroid II - Return of Samus (World).gb,METROID2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Non-Japan (0x1)
"Adventures of Star Saver, The (USA, Europe).gb",STAR SAVER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Pagemaster, The (USA) (SGB Enhanced).gb",THE PAGEMASTER,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Rolan's Curse II (USA).gb,ROLAN'S CURSE 2,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Non-Japan (0x1)
"Last Action Hero (USA, Europe).gb",LAST ACTION HERO,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Xenon 2 - Megablast (USA, Europe).gb",XENON 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Play Action Football (USA).gb,DMG FOOTBALL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"NFL Quarterback Club '96 (USA, Europe).gb",NFL QB CLUB 96,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Micro Machines (USA, Europe).gb",MICRO MACHINES,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Prophecy - The Viking Child (USA).gb,VIKING CHILD 1,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Arcade Classic No. 3 - Galaga & Galaxian (USA) (SGB Enhanced).gb,GALAGA&GALAXIAN ,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
"Megalit (USA, Europe).gb",MEGALIT,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Mega Man - Dr. Wily's Revenge (USA).gb,MEGAMAN,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
RoboCop vs. The Terminator (USA).gb,RVT,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Heavyweight Championship Boxing (USA).gb,BOXING,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
InfoGenius Productivity Pak - Frommer's Travel Guide (USA).gb,TRAVEL GUIDE,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Amazing Penguin (USA, Europe).gb",AMAZING PENGUIN,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Boggle Plus (USA).gb,BOGGLE PLUS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"NBA All Star Challenge 2 (USA, Europe).gb",ALSTARCHALLENGE2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Joe & Mac (USA).gb,JOE AND MAC,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Solomon's Club (USA).gb,SOLOMON'S CLUB,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"InfoGenius Productivity Pak - Berlitz Spanish Translator (USA, Europe).gb",LANG TRNSLTR SPN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Super Mario Land 2 - 6 Golden Coins (USA, Europe).gb",MARIOLAND2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,No,0,Non-Japan (0x1)
Klax (USA).gb,KLAX,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Loopz (World).gb,LOOPZ,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"WWF Superstars 2 (USA, Europe).gb",SUPERWWF,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"4-in-1 Fun Pak Volume II (USA, Europe).gb",FUNPAK 4IN1 - V2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Avenging Spirit (USA, Europe).gb",AVENGING SPIRIT,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Simpsons, The - Bart vs. the Juggernauts (USA, Europe).gb",SIMPSONS 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
DuckTales (USA).gb,DUCK TALES,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Tecmo Bowl (USA).gb,TECMO BOWL,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Animaniacs (USA) (SGB Enhanced).gb,ANIMANIACS,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
"Race Drivin' (USA, Europe).gb",RACE DRIVIN',MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Madden '95 (USA, Europe) (SGB Enhanced).gb",MADDEN 95,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
"Star Trek - The Next Generation (USA, Europe).gb",STAR TREK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Speedball 2 - Brutal Deluxe (USA, Europe).gb",SPEED BALL 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Tennis (World).gb,TENNIS,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
"Tetris 2 (USA, Europe) (SGB Enhanced).gb",TETRIS2,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
"Ninja Boy 2 (USA, Europe).gb",NINJA BOY 2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Speedy Gonzales (USA, Europe).gb",SPEEDY GONZALES ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Bubble Ghost (USA, Europe).gb",BUBBLE GHOST,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"Pinball - Revenge of the 'Gator (USA, Europe).gb",PINBALL,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Casper (USA).gb,CASPER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
NFL Football (USA).gb,NFL FOOTBALL,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"World Heroes 2 Jet (USA, Europe) (SGB Enhanced).gb",WH2JET,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Jeopardy! (USA).gb,JEOPARDY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Pac-In-Time (USA) (SGB Enhanced).gb,PAC-IN-TIME,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Teenage Mutant Ninja Turtles - Fall of the Foot Clan (USA).gb,TMNT FOOT CLAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Wordtris (USA).gb,WORDTRIS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Sports Illustrated - Football & Baseball (USA).gb,SI SPORTS,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Non-Japan (0x1)
Yogi Bear in Yogi Bear's Goldrush (USA).gb,YOGIS GOLDRUSH,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Super Chase H.Q. (USA, Europe).gb",SUPER CHASE H.Q.,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Contra - The Alien Wars (USA) (SGB Enhanced).gb,CONTRA ALIEN WAR,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
"Game of Harmony, The (USA).gb",THEGAMEOFHARMONY,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
Shanghai (USA).gb,SHANGHAI,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"Krusty's Fun House (USA, Europe).gb",KRUSTY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"New Chessmaster, The (USA, Europe).gb",NEW CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Sneaky Snakes (USA, Europe).gb",SNEAKY SNAKES,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Rolan's Curse (USA).gb,ROLANS CURSE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Tarzan (USA, Europe).gb",TARZAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Jurassic Park Part 2 - The Chaos Continues (USA, Europe) (En,Fr,De,It).gb",JURASSIC PARK II,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Blues Brothers, The (USA, Europe).gb",BLUES BROTHERS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Navy SEALs (USA, Europe).gb",NAVY SEALS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Street Fighter II (USA) (SGB Enhanced).gb,STREET FIGHTER 2,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Flipull (USA).gb,FLIPULL,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"Legend of Zelda, The - Link's Awakening (Canada).gb",ZELDA,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,No,0,Non-Japan (0x1)
Goal! (USA).gb,GOAL!,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Hit the Ice - VHL - The Official Video Hockey League (USA, Europe).gb",HIT THE ICE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Burai Fighter Deluxe (USA, Europe).gb",BURAI FIGHTER DE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
RoboCop (USA).gb,ROBOCOP,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Battletoads (USA, Europe).gb",BATTLETOADS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"NBA Jam - Tournament Edition (USA, Europe).gb",NBA JAM TE,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Non-Japan (0x1)
"True Lies (USA, Europe).gb",TRUE LIES,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
F-1 Race (World).gb,F1RACE,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Frogger (USA).gb,FROGGER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Out of Gas (USA).gb,OUT OF GAS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Casino FunPak (USA, Europe).gb",CASINO FUNPAK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Mega Man V (USA) (SGB Enhanced).gb,MEGAMAN5,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
"Sword of Hope, The (USA).gb",THE SWORD OFHOPE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Battletoads-Double Dragon (USA).gb,B_TOADS/D_DRAGON,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced).gb",DONKEYKONGLAND 2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Non-Japan (0x1)
"Wario Blast featuring Bomberman! (USA, Europe) (SGB Enhanced).gb",WARIO BLAST,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Tiny Toon Adventures - Wacky Sports (USA).gb,TINY TOON WACKY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Harvest Moon GB (USA) (SGB Enhanced).gb,HARVEST-MOON GB,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Non-Japan (0x1)
"Trax (USA, Europe).gb",TRAX,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Best of the Best - Championship Karate (USA).gb,BEST OF THE BEST,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Super Hunchback (USA).gb,SUPER HUNCHBACK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Serpent (USA).gb,SERPENT,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"Final Fantasy Legend, The (USA).gb",SAGA,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Non-Japan (0x1)
"Iron Man X-O Manowar in Heavy Metal (USA, Europe) (SGB Enhanced).gb",IRON MAN X-O,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Desert Strike - Return to the Gulf (USA) (SGB Enhanced).gb,DESERT STRIKE,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Tesserae (USA).gb,TESSERAE,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"Humans, The (USA).gb",THE HUMANS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Robin Hood - Prince of Thieves (USA).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Dr. Mario (World).gb,DR.MARIO,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
"Urban Strike (USA, Europe) (SGB Enhanced).gb",URBAN STRIKE,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
WordZap (USA).gb,WORDZAP,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"DragonHeart (USA, Europe).gb",DRAGONHEART,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Non-Japan (0x1)
"Mighty Morphin Power Rangers - The Movie (USA, Europe) (SGB Enhanced).gb",GB POWER MOVIE  ,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
"Nail'n Scale (USA, Europe).gb",NAIL N SCALE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Pinball Dreams (USA, Europe).gb",PINBALL DREAMS  ,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Yoshi (USA).gb,YOSSY NO TAMAGO,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"PGA European Tour (USA, Europe) (SGB Enhanced).gb",PGA EURO TOUR,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Mickey's Dangerous Chase (USA).gb,MICKEYS CHASE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Cool Spot (USA).gb,COOL SPOT,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"XVII Olympic Winter Games, The - Lillehammer 1994 (USA).gb",WINTER OLYMPICS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Addams Family, The - Pugsley's Scavenger Hunt (USA, Europe).gb",ADDAMS FAMILY 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
In Your Face (USA).gb,IN YOUR FACE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Mr. Chin's Gourmet Paradise (USA).gb,GOURMET PARADISE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Hook (USA).gb,HOOK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Power Racer (USA).gb,POWER RACER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Snoopy - Magic Show (USA, Europe).gb",SNOOPY,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Madden '97 (USA) (SGB Enhanced).gb,MADDEN '97,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Race Days (USA).gb,RACE DAYS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Lazlos' Leap (USA).gb,LAZLOS LEAP,MBC2+BATTERY,MBC2,4,1,0x100,0x10000,None,No,0,Non-Japan (0x1)
Popeye 2 (USA).gb,POPEYE 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Super Scrabble (USA).gb,SUPER SCRABBLE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Fortified Zone (USA, Europe).gb",FORTIFIED ZONE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Double Dragon 3 - The Arcade Game (USA, Europe).gb",DOUBLE DRAGON 3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Dennis the Menace (USA).gb,DENNIS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Super Black Bass (USA).gb,SUPER BLACK BASS,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Non-Japan (0x1)
Spanky's Quest (USA).gb,SPANKY'S QUEST,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
TaleSpin (USA).gb,TALE SPIN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Primal Rage (USA, Europe).gb",PRIMAL RAGE,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Nigel Mansell's World Championship (USA).gb,MANSELL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Zen - Intergalactic Ninja (USA).gb,ZEN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Lion King, The (USA).gb",THE LION KING,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Non-Japan (0x1)
"Rampart (USA, Europe).gb",RAMPART_GB,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Barbie - Game Girl (USA, Europe).gb",BARBIE GAME GIRL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"We're Back! - A Dinosaur's Story (USA, Europe).gb",WEREBACK BC,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Lemmings (USA).gb,LEMMINGS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Mario's Picross (USA, Europe) (SGB Enhanced).gb",MARIO'S PICROSS,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Non-Japan (0x1)
Teenage Mutant Ninja Turtles III - Radical Rescue (USA).gb,TMNT3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Mouse Trap Hotel (USA).gb,MOUSE TRAP HOTEL,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Dr. Franken II (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).gb",DR FRANKEN 2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Bionic Battler (USA).gb,BIONIC BATTLER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Ishido - The Way of Stones (USA).gb,ISHIDO USA VER.,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Pinball Fantasies (USA, Europe).gb",PINBALL FANTASIE,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Hatris (Japan, USA).gb",HATRIS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Kung-Fu Master (USA, Europe).gb",SPARTAN X,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Bubble Bobble Part 2 (USA, Europe).gb",BUBBLEBOBBLE2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Penguin Wars (USA).gb,PENGUIN WARS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Double Dragon (USA, Europe).gb",DOUBLE DRAGON,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Jack Nicklaus Golf (USA, Europe).gb",NICKLAUS GOLF,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Daffy Duck (USA, Europe) (SGB Enhanced).gb",DAFFY DUCK,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Spot (USA).gb,SPOT,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
Power Mission (USA).gb,POWER MISSION,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Mulan (USA, Europe) (SGB Enhanced).gb",DISNEYS MULAN,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Pac-Man (USA).gb,PAC-MAN,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Turn and Burn (USA).gb,TURN AND BURN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Gradius - The Interstellar Assault (USA).gb,GRADIUS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Track & Field (USA, Europe).gb",TRACK&FIELD,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Tetris Attack (USA) (SGB Enhanced).gb,TETRIS ATTACK,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
"Radar Mission (USA, Europe).gb",RADARMISSION,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"World Cup 98 (USA, Europe) (SGB Enhanced).gb",WORLD CUP 98,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Alien vs Predator - The Last of His Clan (USA).gb,ALIEN V PREDATOR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Dig Dug (USA).gb,DIG DUG,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Cliffhanger (USA, Europe).gb",CLIFFHANGER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Jungle Strike (USA, Europe).gb",JUNGLE STRIKE,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"PGA Tour 96 (USA, Europe) (SGB Enhanced).gb",PGA TOUR 96,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Brain Bender (USA).gb,BRAINBENDER,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
"Battle Unit Zeoth (USA, Europe).gb",BATTLEUNIT ZEOTH,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Solitaire FunPak (USA, Europe).gb",SOLITAIRE FUNPAK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
World Circuit Series (USA).gb,W CIRCUIT SERIES,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Ghostbusters II (USA, Europe).gb",GHOSTBUSTERS II,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Gauntlet II (USA, Europe).gb",GAUNTLET II,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
