Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,CGB Functionality,SGB Functionality,Mask ROM Ver,Region
"Bill & Ted's Excellent Game Boy Adventure (USA, Europe).gb",BILL AND TED,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Kid Icarus - Of Myths and Monsters (USA, Europe).gb",KID ICARUS,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Non-Japan (0x1)
"Pokemon - Yellow Version - Special Pikachu Edition (USA, Europe) (GBC,SGB Enhanced).gb",POKEMON YELLOW,MBC5+RAM+BATTERY,MBC5,64,4,0x4000,0x100000,Extra CGB Functions,Yes,0,Non-Japan (0x1)
Tasmania Story (USA).gb,TASMANIA STORY,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
Faceball 2000 (USA).gb,FACEBALL 2000   ,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Extra Bases! (USA).gb,EXTRA BASES!,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Nintendo World Cup (USA, Europe).gb",WORLD CUP,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Pit Fighter (USA, Europe).gb",PIT FIGHTER,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Kirby's Dream Land 2 (USA, Europe) (SGB Enhanced).gb",KIRBY2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Non-Japan (0x1)
"Stargate (USA, Europe).gb",STARGATE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Championship Pool (USA).gb,CHAMPIONSHIP POO,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Rugrats Movie, The (USA) (SGB Enhanced).gb",RUGRATS MOVIE,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
"Universal Soldier (USA, Europe).gb",UNIVERSALSOLDIER,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Sports Illustrated - Golf Classic (USA) (SGB Enhanced).gb,SI GOLF CLASSIC,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Super Battletank - War in the Gulf (USA).gb,SUPER BATTLETANK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"WWF Raw (USA, Europe).gb",WWF RAW,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Pinocchio (USA).gb,PINOCCHIO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Castlevania II - Belmont's Revenge (USA, Europe).gb",CASTLEVANIA2 BEL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"George Foreman's KO Boxing (USA, Europe).gb",GEORGE F. BOXING,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Jurassic Park (USA).gb,JURASSIC PARK,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Toxic Crusaders (USA).gb,TOXIC CRUSADERS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"FIFA Soccer '96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).gb",FIFA SOCCER 96,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Panel Action Bingo (USA).gb,PA BINGO,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"NFL Quarterback Club (USA, Europe).gb",NFL QUARTERBACK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Kirby's Star Stacker (USA, Europe) (SGB Enhanced).gb",STAR STACKER,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Non-Japan (0x1)
Sports Illustrated for Kids - The Ultimate Triple Dare! (USA).gb,SI KIDS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Cool World (USA, Europe).gb",COOL WORLD,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Small Soldiers (USA, Europe) (SGB Enhanced).gb",SMALL SOLDIERS,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Go! Go! Tank (USA).gb,GO GO TANK,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"Jimmy Connors Tennis (USA, Europe).gb",J CONNORS TENNIS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
"WWF King of the Ring (USA, Europe).gb",WWFKOR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Bust-A-Move 2 - Arcade Edition (USA, Europe).gb",BUST A MOVE 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Teenage Mutant Ninja Turtles II - Back from the Sewers (USA).gb,TMNT BACK FROM S,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"NHL Hockey '95 (USA, Europe) (SGB Enhanced).gb",NHL HOCKEY 95,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Non-Japan (0x1)
Catrap (USA).gb,CATRAP,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
Star Trek Generations - Beyond the Nexus (USA) (SGB Enhanced).gb,GENERATIONS,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
