Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,CGB Functionality,SGB Functionality,Mask ROM Ver,Region
Sensible Soccer - European Champions (Europe).gb,SENSIBLE SOCCER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Earthworm Jim (Europe).gb,EARTHWORM JIM,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Probotector 2 (Europe) (SGB Enhanced).gb,PROBOTECTOR 2,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
"Pokemon - Versione Gialla - Speciale Edizione Pikachu (Italy) (GBC,SGB Enhanced).gb",POKEMON YELAPSI,MBC5+RAM+BATTERY,MBC5,64,4,0x4000,0x100000,Extra CGB Functions,Yes,0,Non-Japan (0x1)
Super Hunchback (Europe).gb,SUPER HUNCHBACK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Hugo 2 (Germany).gb,HUGO2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Pokemon - Gelbe Edition - Special Pikachu Edition (Germany) (GBC,SGB Enhanced).gb",POKEMON YELAPSD,MBC5+RAM+BATTERY,MBC5,64,4,0x4000,0x100000,Extra CGB Functions,Yes,0,Non-Japan (0x1)
Pinball Mania (Europe).gb,PINBALL MANIA,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
"Legend of Zelda, The - Link's Awakening (Germany).gb",ZELDA,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,No,0,Non-Japan (0x1)
"Pokemon - Edicion Amarilla - Edicion Especial Pikachu (Spain) (GBC,SGB Enhanced).gb",POKEMON YELAPSS,MBC5+RAM+BATTERY,MBC5,64,4,0x4000,0x100000,Extra CGB Functions,Yes,0,Non-Japan (0x1)
Star Trek Generations - Beyond the Nexus (Europe) (SGB Enhanced).gb,GENERATIONS,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
Pac-Panic (Europe) (SGB Enhanced).gb,PAC-PANIC,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Non-Japan (0x1)
Mega Man - Dr. Wily's Revenge (Europe).gb,MEGAMAN,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Castlevania - The Adventure (Europe).gb,CASTLEVANIA ADVE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Nigel Mansell's World Championship Racing (Europe).gb,MANSELL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Hyper Dunk (Europe).gb,HYPER DUNK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Addams Family, The (Europe) (En,Fr,De).gb",ADDAMS FAMILY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Snow Bros. Jr. (Europe).gb,SNOW BROS.JR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Worms (Europe).gb,WORMS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Star Wars (Europe).gb,STAR WARS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Robin Hood - Prince of Thieves (France).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Mystic Quest (Europe).gb,MYSTIC QUEST,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Non-Japan (0x1)
"Spirou (Europe) (En,Fr,De,Es) (SGB Enhanced).gb",SPIROU,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
"Cool Hand (Europe) (Fr,De).gb",COOL HAND,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Yannick Noah Tennis (France).gb,Y NOAH TENNIS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Phantom Air Mission (Europe).gb,PHANTOM AIR MISS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Sword of Hope, The (Sweden).gb",THE SWORD OFHOPE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Brain Bender (Europe).gb,BRAINBENDER,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
Pop'n TwinBee (Europe).gb,POP'N TWINBEE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Adventures of Lolo (Europe) (SGB Enhanced).gb,LOLO2,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
Choplifter II - Rescue & Survive (Europe).gb,CHOPLIFTER 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Gluecksrad (Germany).gb,GLCKSRAD,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Pokemon - Version Bleue (France) (SGB Enhanced).gb,POKEMON BLUE,MBC5+RAM+BATTERY,MBC5,64,4,0x4000,0x100000,None,Yes,0,Non-Japan (0x1)
Robin Hood - Prince of Thieves (Spain).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Darkwing Duck (Germany).gb,DARK WING DUCK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Star Hawk (Europe).gb,STARHAWK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Yogi Bear in Yogi Bear's Goldrush (Europe).gb,YOGIS GOLDRUSH,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
"Tintin in Tibet (Europe) (En,Fr,De,Nl) (SGB Enhanced).gb",TINTIN AU TIBET,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0x1)
David Crane's The Rescue of Princess Blobette Starring A Boy and His Blob (Europe).gb,BOY AND BLOB GB2,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Solomon's Club (Europe).gb,SOLOMON'S CLUB,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Non-Japan (0x1)
Mickey's Dangerous Chase (Europe).gb,MICKEYS CHASE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,POKEMON BLUE,MBC5+RAM+BATTERY,MBC5,64,4,0x4000,0x100000,None,Yes,0,Non-Japan (0x1)
Robin Hood - Prince of Thieves (Europe).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Battletoads in Ragnarok's World (Europe).gb,BT2RAGNAROKWORLD,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Dropzone (Europe).gb,DROPZONE,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Non-Japan (0x1)
Mega Man III (Europe).gb,MEGAMAN3,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Non-Japan (0x1)
Altered Space - A 3-D Alien Adventure (Europe).gb,ALTERED SPACE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Mega Man IV (Europe).gb,MEGAMAN4,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Non-Japan (0x1)
"Sword of Hope, The (Spain).gb",THE SWORD OFHOPE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Dragon's Lair - The Legend (Europe).gb,DLAIR LEGEND UK0,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Magnetic Soccer (Europe).gb,MAGNETIC SOCCER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
Alien Olympics (Europe).gb,ALIEN OLYMPICS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Non-Japan (0x1)
